type,text,label
other,The idea of planned obsolescence suggests that products are designed to have a limited lifespan to encourage consumers to repurchase,0
other,The concept of quantum immortality plays with the idea that the consciousness persists after death in a parallel universe,0
other,The paradox of silence refers to the way in which not saying something communicates something else,0
other,The idea of cognitive bias modification suggests that individuals can train their brain to avoid biases,0
other,The concept of deep time provides a perspective on the time scale of Earth's history,0
other,The notion of a sharing economy is built around the sharing of resources, such as cars or homes.,0
other,The idea of subjective well-being considers an individual's personal assessment of their overall happiness,0
other,The concept of technostress describes the negative psychological link between people and the introduction of new technologies,0
other,The idea of a superorganism is an organism consisting of many organisms, such as a bee colony.,0
other,The concept of a megacity addresses the challenges and dynamics of a city with more than 10 million inhabitants,0
other,The notion of shadow banning refers to the practice of partially blocking users or their content in a way that is not readily apparent,0
other,The idea of genetic memory opens discussions on inherited traits and instincts,0
other,The concept of the gig economy is characterized by short-term contracts or freelance work as opposed to permanent jobs,0
other,The idea of a carbon sink represents a natural or artificial reservoir that accumulates and stores some carbon-containing chemical compound,0
other,The concept of a fourth industrial revolution denotes a series of transformations brought about by digital, biological, and physical innovations.,0
other,The idea of the anthropic principle suggests that the universe's laws appear fine-tuned to support human life,0
other,The notion of psychogeography explores the psychological effects of the geographical environment on individuals,0
other,The concept of agnotology studies culturally induced ignorance or doubt,0
other,The idea of a memeplex refers to a group of memes that reproduce together and coadapt,0
other,The concept of an echo chamber is a metaphorical description of a situation in which beliefs are amplified or reinforced by communication and repetition,0
other,The idea of the paradox of plenty suggests that resource-rich countries tend to have less economic growth and democracy,0
other,The concept of a black swan event describes an unpredictable event that is beyond what is normally expected and has potentially severe consequences,0
other,The idea of a thought experiment is to hypothesize, reason, and predict outcomes without conducting physical experiments.,0
other,The concept of decision fatigue refers to the deteriorating quality of decisions made by an individual after a long session of decision making,0
other,The idea of the Global Village represents the world being connected by electronic communication technologies, akin to a single community.,0
other,The concept of digital detox involves a period during which a person refrains from using electronic devices,0
other,The notion of lifestyle design refers to the rethinking of one's life in terms of priorities and the deliberate design of one's activities,0
other,The concept of existential risk looks at events that could cause human extinction or permanently and drastically curtail humanity's potential,0
other,The idea of paradoxical intention involves the deliberate practice of a habit or thought to engage cognitive dissonance and change behavior,0
other,The concept of the uncanny explores the psychological experience where something is strangely familiar, yet foreign at the same time.,0
other,The idea of the attention economy discusses the capture and monetization of human attention by media and advertising companies,0
other,The notion of a sleeper effect describes how a persuasive message may increase in effectiveness over time,0
other,The concept of moral luck refers to circumstances in which moral judgment is influenced by factors outside the control of the individual,0
other,The idea of the hedonic treadmill explains the observed stability of happiness levels despite changes in fortune,0
other,The concept of the Bechdel test is used to assess the representation of women in fiction,0
other,The idea of linguistic determinism suggests that language and its structures limit and determine human knowledge or thought,0
other,The concept of the digital divide addresses the gap between demographics and regions that have access to modern information and communication technology and those that don't or have restricted access,0
other,The notion of digital citizenship encompasses the norms of appropriate, responsible behavior with regard to technology use.,0
other,The concept of neuroethics deals with the ethical, legal, and social implications of neuroscience.,0
other,The theory of emotional intelligence posits that the ability to understand and manage emotions greatly increases our chances of success,0
other,The paradox of choice implies that the abundance of choice leads to increased anxiety and dissatisfaction,0
other,The idea of a circular argument is one where the conclusion is included in the premise of the argument, creating a logical loop.,0
other,The concept of minimalism suggests that simplifying one's lifestyle can lead to more fulfillment and clarity,0
other,The notion of a hive mind in social networks speaks to collective intelligence emerging from the collaboration of many individuals,0
other,The idea of an inflection point in history marks a period where significant change occurs, often resulting in a completely different path forward.,0
other,The concept of digital literacy not only involves the ability to use technology but also to understand and evaluate digital media,0
other,The notion of gamification applies game design elements to other areas of activity to motivate and increase user engagement,0
other,The idea of an echoverse imagines a universe where all possible histories and futures exist simultaneously in a vast multilayered reality,0
other,The concept of virtual companionship explores the emotional connections humans can develop with AI entities,0
other,The paradox of enlightenment challenges the idea that greater knowledge necessarily leads to greater happiness,0
other,The theory of constructivism argues that humans generate knowledge and meaning from their experiences,0
other,The concept of the digital afterlife deals with the online presence and personal data that continue to exist after one's death,0
other,The idea of a universal language speaks to the age-old quest for a form of communication that transcends cultural and linguistic barriers,0
other,The concept of the quantified self involves self-tracking with technology to collect data on various aspects of one's life,0
other,The notion of cyber warfare raises concerns about the vulnerability of digital infrastructures in modern societies,0
other,The idea of moral machines explores the development of AI systems that can make ethical decisions,0
other,The concept of the attention economy posits that human attention is a scarce and valuable commodity in the information age,0
other,The notion of cultural intelligence reflects an individual's ability to relate and work effectively across cultures,0
other,The idea of the paradox of fiction explores why people experience real emotions for fictional situations,0
other,The concept of technological determinism suggests that technology shapes society's values and structures,0
other,The idea of a carbon footprint involves the total emissions caused by an individual, event, organization, service, or product.,0
other,The notion of predictive policing uses data analytics to identify potential criminal activity before it occurs,0
other,The concept of the network effect posits that the value of a product or service increases with the number of others using it,0
other,The idea of quantum consciousness explores whether quantum mechanics plays a role in cognitive processes,0
other,The notion of augmented reality presents a view of the real-world environment supplemented by computer-generated perceptual information,0
other,The idea of autonomous vehicles revolutionizes the concept of driving and transportation,0
other,The concept of a microgeneration refers to a generation within a broader demographic that exhibits characteristics distinct from the rest of the group,0
other,The idea of a knowledge economy is based on the assertion that economic success is increasingly reliant on intellectual capabilities rather than physical inputs,0
other,The notion of digital etiquette examines the standard of conduct expected by individuals in the digital realm,0
other,The concept of the technological singularity envisions a future where artificial intelligence will surpass human intellectual capacity,0
other,The idea of a smart city uses digital technology to enhance performance and well-being, to reduce costs and resource consumption, and to engage more effectively with its citizens.,0
other,The notion of biohacking delves into the practice of manipulating one's own biology using DIY methods,0
other,The concept of media ecology investigates how media, communication processes, and technology affect human perception, understanding, feeling, and value.,0
other,The idea of an adhocracy represents a system of flexible and informal organization and management,0
other,The notion of the bystander effect describes instances where individuals are less likely to help a victim when other people are present,0
other,The concept of the uncanny valley hypothesizes that humanoid objects that imperfectly resemble actual humans provoke uncanny or strangely familiar feelings of eeriness,0
other,The idea of technological unemployment predicts job loss due to technological innovation,0
other,The notion of a post-scarcity economy considers a hypothetical economy in which most goods can be produced in great abundance with minimal human labor needed,0
other,The concept of a reputation economy focuses on the social standing or trustworthiness of individuals or businesses,0
other,The idea of a virtual private network (VPN) extends a private network across a public network and enables users to send and receive data across shared or public networks,0
other,The notion of a brain-computer interface (BCI) provides a direct communication pathway between an enhanced or wired brain and an external device,0
other,The concept of cyberpsychology studies the psychological phenomena associated with or affected by emerging technology,0
other,The idea of sustainable tourism seeks to minimize tourism's negative impacts on the environment and local cultures,0
other,The notion of space tourism opens up the possibility of traveling beyond Earth for leisure and adventure,0
other,The concept of a digital detox involves a period when a person refrains from using electronic connecting devices,0
other,The idea of a food desert refers to an area that has limited access to affordable and nutritious food,0
other,The notion of algorithmic bias suggests that a computer system reflects the implicit values of the humans who program it,0
other,The concept of a social graph maps the relationships between individuals within a network,0
other,The idea of digital twin technology involves creating a digital replica of physical assets, processes, people, places, systems, and devices for various purposes.,0
question,How's the weather outside?,3
question,Is it going to rain again today?,3
command,It's a little dark, please turn on the lights.,1
command,It's a little cold, please make it warmer.,1
command,Set the thermostat to eco mode,1
question,What is the prediction that string theory made about black holes?,2
